"ID","File","GPSLongitude","GPSLatitude","Type","City","Place","Quality","Design"
"311","Granat20180609",NA,NA,"Granat","Du","Green",1,"A"
"312","Multi20180610",NA,NA,"Multi","Du","Green",2,"B"
"313","Kizi20180611",NA,NA,"Kizi","Du","Green",-1,"B"
"314","Pf20180611",NA,NA,"Pf","Du","Pave",-2,"B"
"315","Zit20180612",NA,NA,"Zit","Du","Dirt",1,"A"
"316","AOZ20180612",NA,NA,"AOZ","Du","Street",-2,"B"
"317","Pf20180612",NA,NA,"Pf","Du","House",1,"B"
"318","Zit20180611",NA,NA,"Zit","Du","Street",2,"A"
"319","Ora20180615",NA,NA,"Ora","Du","Utilitybox",2,"B"
"320","Ora20180616",NA,NA,"Ora","Du","Green",-1,"A"
"321","Multi20180616",NA,NA,"Multi","E","Train",-2,"A"
"322","Pf20180617",NA,NA,"Pf","Du","House",2,"A"
"323","Kiba20180618",NA,NA,"Kiba","D","Green",2,"B"
"324","Kiba20180619",NA,NA,"Kiba","Du","Green",2,"B"
"325","Multi20180619",NA,NA,"Multi","Du","Street",-2,"A"
"326","Kizi20180620",NA,NA,"Kizi","Du","Street",-1,"B"
"327","Pf20180620",NA,NA,"Pf","Du","Green",2,"B"
"328","Kiba20180621",NA,NA,"Kiba","Du","Dirt",2,"B"
"329","AOZ20180621",NA,NA,"AOZ","Du","Green",2,"B"
"330","Pf20180622",NA,NA,"Pf","Du","Pave",-1,"B"
"331","Pf20180622",NA,NA,"Pf","Du","House",2,"B"
"332","Kiba20180621",NA,NA,"Kiba","Du","Pave",-1,"B"
"333","Multi20180625",NA,NA,"Multi","Du","Green",2,"B"
"334","Him20180626",NA,NA,"Him","Du","Pave",1,"B"
"335","Multi20180627",NA,NA,"Multi","Du","Trash",2,"B"
"336","Kiba20180627",NA,NA,"Kiba","Du","Trash",2,"B"
"337","Wald20180627",NA,NA,"Wald","Du","Green",2,"A"
"338","Pf20180628",NA,NA,"Pf","Du","Street",-2,"A"
"339","Zit20180629",NA,NA,"Zit","Du","House",2,"A"
"340","Zit20180629",NA,NA,"Zit","Du","Green",1,"B"
"341","Multi20180630",NA,NA,"Multi","Du","Utilitybox",2,"B"
"342","Granat20180701",NA,NA,"Granat","Du","Pave",2,"B"
"343","Ora20180702",NA,NA,"Ora","Du","Trash",2,"A"
"344","Pf20180702",NA,NA,"Pf","Du","Utilitybox",1,"B"
"345","AOZ20180702",NA,NA,"AOZ","Du","Utilitybox",2,"B"
"346","AOZ20180702",NA,NA,"AOZ","Du","Train",2,"B"
"347","Mango20180702",NA,NA,"Mango","Du","Pave",-2,"A"
"348","Pf20180701",NA,NA,"Pf","Du","Green",2,"B"
"349","Granat20180701",NA,NA,"Granat","Du","Street",2,"B"
"350","AOZ20180701",NA,NA,"AOZ","Du","Utilitybox",2,"A"
"351","Ora20180705",NA,NA,"Ora","D","Vehicle",2,"B"
"352","Multi20180705",NA,NA,"Multi","Du","House",2,"B"
"353","Wasser20180705",NA,NA,"Wasser","Du","Utilitybox",1,"A"
"354","Zit20180706",NA,NA,"Zit","Du","House",2,"A"
"355","Pf20180706",NA,NA,"Pf","Du","Street",2,"B"
"356","Mango20180707",NA,NA,"Mango","Du","House",-1,"A"
"357","Zit20180707",NA,NA,"Zit","Du","Green",2,"B"
"358","Him20180708",NA,NA,"Him","Du","Pave",1,"B"
"359","AOZ20180709",NA,NA,"AOZ","Du","Pave",2,"B"
"360","Granat20180710",NA,NA,"Granat","Du","Green",2,"B"
"361","Wasser20180710",NA,NA,"Wasser","Du","Green",2,"A"
"362","Multi20180711",NA,NA,"Multi","Du","Utilitybox",2,"B"
"363","Pf20180711",NA,NA,"Pf","Du","Green",2,"B"
"364","Pf20180711",NA,NA,"Pf","Du","Pave",-2,"B"
"365","Zit20180712",NA,NA,"Zit","Du","Green",-2,"B"
"366","Pf20180712",NA,NA,"Pf","Du","Pave",2,"B"
"367","Pf20180713",NA,NA,"Pf","Du","Street",2,"B"
"368","Multi20180713",NA,NA,"Multi","Du","Dirt",2,"A"
"369","Pf20180713",NA,NA,"Pf","Du","Green",-2,"B"
"370","Kiba20180714",NA,NA,"Kiba","Du","House",2,"B"
"371","Pf20180714",NA,NA,"Pf","Du","Pave",2,"B"
"372","Pf20180715",NA,NA,"Pf","Du","Pave",2,"B"
"373","Kizi20180715",NA,NA,"Kizi","Du","House",2,"A"
"374","Granat20180716",NA,NA,"Granat","Du","Train",2,"A"
"375","Ora20180716",NA,NA,"Ora","Du","Pave",2,"B"
"376","Pf20180717",NA,NA,"Pf","Du","Green",2,"B"
"377","Wasser20180717",NA,NA,"Wasser","Du","Street",2,"A"
"378","Pf20180718",NA,NA,"Pf","Du","Vehicle",2,"B"
"379","Kizi20180718",NA,NA,"Kizi","Du","Pave",2,"B"
"380","Wald20180719",NA,NA,"Wald","Du","Street",2,"A"
"381","Granat20180719",NA,NA,"Granat","Du","Green",2,"A"
"382","AOZ20180720",NA,NA,"AOZ","Du","Pave",2,"B"
"383","Multi20180721",NA,NA,"Multi","Du","Pave",2,"B"
"384","Pf20180721",NA,NA,"Pf","Du","Green",2,"B"
"385","AOZ20180722",NA,NA,"AOZ","Du","Green",2,"B"
"386","Kiba20180722",NA,NA,"Kiba","Du","Green",2,"B"
"387","Pf20180722",NA,NA,"Pf","Du","Green",1,"B"
"388","Multi20180722",NA,NA,"Multi","Du","Pave",2,"A"
"389","Mango20180723",NA,NA,"Mango","Du","Dirt",2,"A"
"390","Multi20180723",NA,NA,"Multi","Du","Pave",-2,"B"
"391","Pf20180723",NA,NA,"Pf","Du","Pave",1,"B"
"392","AOZ20180724",NA,NA,"AOZ","W","Train",2,"B"
"393","Zit20180724",NA,NA,"Zit","Du","Street",1,"A"
"394","Zit20180725",NA,NA,"Zit","Du","House",2,"A"
"395","Zit20180725",NA,NA,"Zit","Du","Pave",-1,"B"
"396","Pf20180725",NA,NA,"Pf","Du","Pave",2,"B"
"397","Wald20180725",NA,NA,"Wald","Du","Pave",-1,"B"
"398","Ora20180726",NA,NA,"Ora","Du","Pave",2,"B"
"399","Granat20180726",NA,NA,"Granat","Du","Train",2,"A"
"400","Ora20180727",NA,NA,"Ora","Du","Pave",-2,"B"
"401","Pf20180728",NA,NA,"Pf","Du","Street",-1,"B"
"402","Multi20180728",NA,NA,"Multi","Du","Trash",2,"B"
"403","Multi20180728",NA,NA,"Multi","Du","Trash",2,"A"
"404","Multi20180728",NA,NA,"Multi","Du","Trash",1,"A"
"405","Granat20180728",NA,NA,"Granat","Du","Street",-1,"B"
"406","Granat20180729",NA,NA,"Granat","Du","House",1,"A"
"407","Multi20180730",NA,NA,"Multi","D","Train",1,"B"
"408","Pf20180730",NA,NA,"Pf","Du","Train",-2,"B"
"409","Wald20180731",NA,NA,"Wald","Du","Green",1,"B"
"410","AOZ20180801",NA,NA,"AOZ","Du","Street",2,"B"
"411","Pf20180801",NA,NA,"Pf","Du","Pave",2,"B"
"412","Granat20180802",NA,NA,"Granat","Du","Green",1,"A"
"413","Wasser20180803",NA,NA,"Wasser","Du","House",1,"B"
"414","Kiba20180804",NA,NA,"Kiba","Du","Street",2,"A"
"415","Zit20180805",NA,NA,"Zit","Du","Street",-2,"A"
"416","Ora20180806",NA,NA,"Ora","W","Pave",-1,"B"
"417","Ora20180807",NA,NA,"Ora","Du","Green",-2,"A"
"418","Ora20180808",NA,NA,"Ora","Du","Utilitybox",2,"B"
"419","Ora20180809",NA,NA,"Ora","Du","Pave",-1,"A"
"420","Ora20180810",NA,NA,"Ora","Du","Dirt",2,"B"
"421","Wasser20180810",NA,NA,"Wasser","Du","Green",-2,"A"
"422","Kizi20180811",NA,NA,"Kizi","Du","Green",1,"A"
"423","Zit20180812",NA,NA,"Zit","Du","Street",-2,"B"
"424","Kizi20180813",NA,NA,"Kizi","Du","Dirt",2,"B"
"425","Ora20180814",NA,NA,"Ora","Du","Green",2,"A"
"426","Kizi20180815",NA,NA,"Kizi","Du","Street",1,"A"
"427","Kizi20180818",NA,NA,"Kizi","Du","Green",-2,"B"
"428","Pf20180820",NA,NA,"Pf","Du","Street",2,"B"
"429","Kiba20180821",NA,NA,"Kiba","Du","Pave",-1,"B"
"430","Zit20180822",NA,NA,"Zit","Du","House",2,"B"
"431","Pf20180823",NA,NA,"Pf","Du","Pave",2,"B"
"432","Ora20180824",NA,NA,"Ora","Du","Pave",-1,"B"
"433","Pf20180824",NA,NA,"Pf","Du","Green",2,"A"
"434","Kiba20180825",NA,NA,"Kiba","Du","Pave",2,"B"
"435","Multi20180827",NA,NA,"Multi","Du","House",2,"B"
"436","Pf20180828",NA,NA,"Pf","Du","Green",1,"B"
"437","Wasser20180829",NA,NA,"Wasser","Du","House",2,"B"
"438","Zit20180830",NA,NA,"Zit","Du","Train",-1,"A"
"439","Pf20180831",NA,NA,"Pf","Du","Green",1,"A"
"440","Kizi20180831",NA,NA,"Kizi","Du","Green",1,"B"
"441","Multi20180902",NA,NA,"Multi","Du","Green",2,"B"
"442","Multi20180903",NA,NA,"Multi","W","Train",-2,"B"
"443","Multi20180904",NA,NA,"Multi","Du","Trash",2,"B"
"444","Wasser20180905",NA,NA,"Wasser","Du","Pave",2,"A"
"445","Multi20180906",NA,NA,"Multi","Du","Trash",2,"B"
"446","Kizi20180907",NA,NA,"Kizi","Du","Green",1,"A"
"447","Multi20180908",NA,NA,"Multi","Du","Green",1,"A"
"448","Frütee20180909",NA,NA,"Frütee","Du","Green",-2,"A"
"449","Pf20180910",NA,NA,"Pf","Du","Pave",-2,"B"
"450","Multi20180911",NA,NA,"Multi","E","Train",2,"B"
"451","Zit20180912",NA,NA,"Zit","Du","Green",2,"B"
"452","Pf20180913",NA,NA,"Pf","Du","House",1,"B"
"453","Zit20180914",NA,NA,"Zit","Du","Pave",2,"B"
"454","Wasser20180916",NA,NA,"Wasser","Du","Utilitybox",2,"B"
"455","Pf20180917",NA,NA,"Pf","Du","Pave",-2,"B"
"456","Pf20180918",NA,NA,"Pf","Du","Green",1,"A"
"457","Zit20180919",NA,NA,"Zit","Du","Pave",1,"B"
"458","Pf20180920",NA,NA,"Pf","Du","Green",2,"B"
"459","Pf20180920",NA,NA,"Pf","Du","Green",2,"B"
"460","Pf20180920",NA,NA,"Pf","Du","Green",2,"B"
"461","Pf20180920",NA,NA,"Pf","Du","Green",2,"B"
"462","Pf20180920",NA,NA,"Pf","Du","Green",1,"B"
"463","Kizi20180921",NA,NA,"Kizi","Du","Green",-2,"B"
"464","Pf20180922",NA,NA,"Pf","Du","Dirt",2,"B"
"465","AOZ20180924",NA,NA,"AOZ","Du","Pave",-1,"B"
"466","Wald20180925",NA,NA,"Wald","Du","Green",2,"B"
"467","Granat20180926",NA,NA,"Granat","Du","House",2,"A"
"468","Ora20180927",NA,NA,"Ora","Du","Green",-2,"A"
"469","Wald20180928",NA,NA,"Wald","Du","Green",2,"B"
"470","Kiba20180929",NA,NA,"Kiba","Du","Green",1,"B"
"471","AOZ20181001",NA,NA,"AOZ","Du","Pave",-2,"B"
"472","Ora20181002",NA,NA,"Ora","Du","House",2,"B"
"473","Kiba20181003",NA,NA,"Kiba","Du","House",2,"A"
"474","Kiba20181004",NA,NA,"Kiba","Du","Pave",-2,"B"
"475","Kizi20181005",NA,NA,"Kizi","Du","Pave",1,"B"
"476","Pf20181008",NA,NA,"Pf","Du","Green",2,"B"
"477","Kiba20181009",NA,NA,"Kiba","Du","Green",2,"B"
"478","Zit20181010",NA,NA,"Zit","Du","House",2,"A"
"479","Wasser20181012",NA,NA,"Wasser","Du","Green",-2,"B"
"480","Multi20181012",NA,NA,"Multi","Du","House",2,"B"
"481","Pf20181016",NA,NA,"Pf","Du","House",1,"A"
"482","Pf20181017",NA,NA,"Pf","Du","Dirt",1,"B"
"483","Pf20181017",NA,NA,"Pf","Du","Dirt",2,"A"
"484","Kiba20181018",NA,NA,"Kiba","Du","Pave",1,"B"
"485","Kizi20181021",NA,NA,"Kizi","Du","Green",1,"A"
"486","Kizi20181021",NA,NA,"Kizi","Du","Green",-1,"A"
"487","Him20181021",NA,NA,"Him","Du","Green",-1,"A"
"488","Wasser20181022",NA,NA,"Wasser","Du","Green",1,"A"
"489","Pf20181023",NA,NA,"Pf","Du","Pave",2,"B"
"490","Kiba20181025",NA,NA,"Kiba","Du","Pave",-2,"B"
"491","Kizi20181026",NA,NA,"Kizi","Du","Green",1,"B"
"492","Kizi20181026",NA,NA,"Kizi","Du","Green",1,"B"
"493","Kiba20181028",NA,NA,"Kiba","Du","Green",2,"B"
"494","Wasser20181029",NA,NA,"Wasser","Du","Pave",-1,"B"
"495","Multi20181030",NA,NA,"Multi","Du","Green",-1,"A"
"496","Kizi20181031",NA,NA,"Kizi","Du","Pave",-2,"B"
"497","Multi20181102",NA,NA,"Multi","Du","Pave",2,"B"
"498","Wasser20181105",NA,NA,"Wasser","Du","Pave",-2,"B"
"499","Kiba20181105",NA,NA,"Kiba","Du","House",2,"A"
"500","Kiba20181105",NA,NA,"Kiba","Du","House",-1,"B"
"501","Wasser20181106",NA,NA,"Wasser","Du","Pave",-1,"B"
"502","Pf20181106",NA,NA,"Pf","Du","Green",1,"B"
"503","Kizi20181108",NA,NA,"Kizi","Du","Pave",2,"B"
"504","Kiba20181109",NA,NA,"Kiba","Du","Trash",2,"B"
"505","Pf20181110",NA,NA,"Pf","Du","Pave",2,"B"
"506","Pf20181112",NA,NA,"Pf","Du","Green",1,"B"
"507","Pf20181113",NA,NA,"Pf","D","House",-2,"B"
"508","Wasser20181114",NA,NA,"Wasser","Du","Green",-1,"B"
"509","Wasser20181115",NA,NA,"Wasser","Du","Green",-2,"A"
"510","Kizi20181106",NA,NA,"Kizi","Du","Green",2,"B"
"511","Pf20181117",NA,NA,"Pf","Du","Green",1,"B"
"512","Wasser20181119",NA,NA,"Wasser","Du","House",2,"B"
"513","Zit20181120",NA,NA,"Zit","Du","Pave",-2,"B"
"514","Mango20181121",NA,NA,"Mango","Du","Green",1,"A"
"515","Kizi20181121",NA,NA,"Kizi","Du","Street",-1,"B"
"516","Pf20181121",NA,NA,"Pf","Du","Green",2,"B"
"517","Him20181121",NA,NA,"Him","Du","Green",1,"B"
"518","Pf20181121",NA,NA,"Pf","Du","Pave",1,"B"
"519","Mango20181126",NA,NA,"Mango","Du","House",2,"A"
"520","Kiba20181126",NA,NA,"Kiba","Du","Pave",2,"B"
"521","Mango20181204",NA,NA,"Mango","Du","Pave",-1,"A"
"522","Pf20181204",NA,NA,"Pf","Du","Green",-2,"B"
"523","Ora20181204",NA,NA,"Ora","Du","Pave",-2,"B"
"524","Him20181211",NA,NA,"Him","Du","Green",1,"A"
"525","Pf20181211",NA,NA,"Pf","Du","Green",2,"B"
"526","Multi20181211",NA,NA,"Multi","Du","Pave",2,"A"
"527","Multi20181214",NA,NA,"Multi","Du","Pave",2,"B"
"528","Zit20181214",NA,NA,"Zit","Du","Dirt",2,"B"
"529","Pf20181214",NA,NA,"Pf","Du","Green",2,"B"
"530","Wasser20181214",NA,NA,"Wasser","Du","Green",2,"B"
"531","Multi20181218",NA,NA,"Multi","Du","Dirt",1,"B"
"532","Kizi20181218",NA,NA,"Kizi","Du","Pave",-1,"B"
"533","Granat20181218",NA,NA,"Granat","Du","Dirt",-2,"A"
"534","Wasser20181224",NA,NA,"Wasser","Du","Pave",-2,"B"
"535","Pf20181224",NA,NA,"Pf","Du","Green",2,"B"
"536","Pf20181224",NA,NA,"Pf","Du","Pave",-2,"B"
"537","Pf20181231",NA,NA,"Pf","Du","House",2,"A"
"538","Kizi20181231",NA,NA,"Kizi","Du","Pave",2,"B"
"539","Multi20181231",NA,NA,"Multi","Du","Green",1,"A"
"540","Multi20190104",NA,NA,"Multi","Du","Pave",1,"A"
"541","Zit20190104",NA,NA,"Zit","Du","House",-2,"B"
"542","Pf20190104",NA,NA,"Pf","Du","Pave",-2,"B"
"543","Pf20190108",NA,NA,"Pf","Du","Green",-2,"B"
"544","Kizi20190108",NA,NA,"Kizi","Du","Green",2,"B"
"545","Multi20190108",NA,NA,"Multi","Du","Street",2,"B"
"546","Pf20190111",NA,NA,"Pf","Du","Utilitybox",2,"B"
"547","Kiba20190111",NA,NA,"Kiba","Du","Green",-2,"A"
"548","Kizi20190111",NA,NA,"Kizi","Du","Green",-2,"B"
"549","Ora20190126",NA,NA,"Ora","Du","House",2,"A"
"550","Pf20190126",NA,NA,"Pf","D","Green",2,"B"
"551","AOZ20190126",NA,NA,"AOZ","Du","Street",-1,"A"
"552","Kizi20190201",NA,NA,"Kizi","Du","House",-2,"B"
"553","Multi20190201",NA,NA,"Multi","Du","Pave",-1,"A"
"554","Pf20190201",NA,NA,"Pf","Du","Trash",2,"A"
"555","Granat20190203",NA,NA,"Granat","Du","Street",-2,"B"
"556","Multi20190203",NA,NA,"Multi","Du","Pave",-2,"A"
"557","Wasser20190203",NA,NA,"Wasser","Du","House",2,"A"
"558","Granat20190205",NA,NA,"Granat","Du","Pave",2,"A"
"559","Zit20190205",NA,NA,"Zit","Du","Green",2,"B"
"560","AOZ20190205",NA,NA,"AOZ","Du","Street",1,"A"
"561","Him20190207",NA,NA,"Him","Du","Green",2,"B"
"562","Zit20190207",NA,NA,"Zit","Du","Pave",-1,"B"
"563","Zit20190207",NA,NA,"Zit","Du","Pave",1,"B"
"564","Pf20190210",NA,NA,"Pf","Du","Pave",-1,"B"
"565","Multi20190210",NA,NA,"Multi","Du","Green",2,"A"
"566","Pf20190210",NA,NA,"Pf","Du","Street",2,"B"
"567","Pf20190213",NA,NA,"Pf","Du","Pave",2,"B"
"568","Pf20190213",NA,NA,"Pf","Du","Street",-2,"B"
"569","Wasser20190213",NA,NA,"Wasser","Du","Pave",1,"A"
"570","Wald20190302",NA,NA,"Wald","Du","Green",1,"A"
"571","Kiba20190302",NA,NA,"Kiba","Du","Pave",1,"B"
"572","Pf20190302",NA,NA,"Pf","Du","Street",-2,"B"
"573","Pf20190304",NA,NA,"Pf","Du","Green",-1,"B"
"574","Kiba20190304",NA,NA,"Kiba","Du","Green",1,"A"
"575","Pf20190304",NA,NA,"Pf","Du","Green",1,"B"
"576","Wasser20190308",NA,NA,"Wasser","Du","Green",1,"A"
"577","Wald20190308",NA,NA,"Wald","Du","Street",-2,"A"
"578","Kiba20190308",NA,NA,"Kiba","Du","Pave",-2,"B"
"579","Kizi20190311",NA,NA,"Kizi","Du","Green",1,"A"
"580","Kizi20190311",NA,NA,"Kizi","Du","Pave",-2,"A"
"581","Kizi20190311",NA,NA,"Kizi","Du","Green",-2,"A"
"582","Wasser20190316",NA,NA,"Wasser","Du","Green",-1,"A"
"583","Wasser20190316",NA,NA,"Wasser","Du","Pave",-1,"A"
"584","Cola20190316",NA,NA,"Cola","Du","Pave",-2,"A"
"585","Cola20190324",NA,NA,"Cola","Du","House",1,"A"
"586","Kizi20190324",NA,NA,"Kizi","Du","Pave",1,"A"
"587","Zit20190324",NA,NA,"Zit","Du","Pave",-1,"A"
"588","Multi20190324",NA,NA,"Multi","Du","Green",-2,"A"
"589","Ora20190330",NA,NA,"Ora","Du","Green",2,"B"
"590","Pf20190330",NA,NA,"Pf","Du","Green",-2,"B"
"591","Pf20190330",NA,NA,"Pf","Du","Green",2,"B"
"592","Wasser20190331",NA,NA,"Wasser","Du","Pave",2,"B"
"593","Him20190331",NA,NA,"Him","Du","Pave",-1,"B"
"594","Granat20190331",NA,NA,"Granat","Du","Green",1,"C"
"595","Pf20190402",NA,NA,"Pf","Du","Street",2,"B"
"596","Kiba20190402",NA,NA,"Kiba","Du","Green",2,"B"
"597","Pf20190402",NA,NA,"Pf","Du","Green",1,"B"
"598","Granat20190404",NA,NA,"Granat","Du","Green",-2,"A"
"599","Kiba20190404",NA,NA,"Kiba","Du","Pave",-2,"A"
"600","Pf20190404",NA,NA,"Pf","Du","Green",2,"B"
"601","Multi20190404",NA,NA,"Multi","Du","Green",1,"A"
"602","Ora20190405",NA,NA,"Ora","D","House",1,"B"
"603","Pf20190405",NA,NA,"Pf","Du","Pave",2,"B"
"604","Pf20190405",NA,NA,"Pf","Du","Green",-2,"B"
"605","Granat20190407",NA,NA,"Granat","Du","Green",1,"C"
"606","Multi20190407",NA,NA,"Multi","Du","Green",-1,"B"
"607","Kiba20190407",NA,NA,"Kiba","Du","Green",-1,"B"
"608","Pf20190409",NA,NA,"Pf","Du","Street",-2,"B"
"609","Granat20190409",NA,NA,"Granat","Du","Pave",-1,"B"
"610","Pf20190409",NA,NA,"Pf","Du","Dirt",-1,"C"
"611","Wasser20190411",NA,NA,"Wasser","D","Street",-2,"A"
"612","Wasser20190411",NA,NA,"Wasser","D","Pave",2,"A"
"613","Ora20190411",NA,NA,"Ora","Du","Green",2,"B"
"614","Ora20190417",NA,NA,"Ora","Du","Pave",2,"B"
"615","Wasser20190417",NA,NA,"Wasser","Du","Street",-2,"A"
"616","Zit20190417",NA,NA,"Zit","Du","Pave",-2,"B"
"617","Multi20190420",NA,NA,"Multi","Du","House",1,"B"
"618","Zit20190420",NA,NA,"Zit","Du","Dirt",-1,"B"
"619","Granat20190420",NA,NA,"Granat","Du","Pave",2,"C"
"620","Pf20190421",NA,NA,"Pf","Mo","Street",-2,"B"
"621","Pf-T20190421",NA,NA,"Pf-T","Du","Street",-2,"B"
"622","Pf20190421",NA,NA,"Pf","Mo","House",2,"A"
"623","Kiba20190422",NA,NA,"Kiba","Du","Green",-2,"A"
"624","Pf-T20190422",NA,NA,"Pf-T","Du","Pave",-2,"B"
"625","Pf20190422",NA,NA,"Pf","Du","Pave",-1,"B"
"626","Multi20190424",NA,NA,"Multi","Du","House",2,"A"
"627","Pf20190424",NA,NA,"Pf","Du","Green",-2,"B"
"628","Zit20190424",NA,NA,"Zit","Du","Green",1,"B"
"629","Kizi20190425",NA,NA,"Kizi","Du","House",2,"C"
"630","Pf20190425",NA,NA,"Pf","Du","Street",-1,"B"
"631","Multi20190425",NA,NA,"Multi","Du","Pave",-2,"B"
"632","Pf20190426",NA,NA,"Pf","Du","Street",2,"B"
"633","Pf20190426",NA,NA,"Pf","Du","Green",2,"B"
"634","Granat20190426",NA,NA,"Granat","Du","Green",-2,"B"
"635","Multi20190429",NA,NA,"Multi","Du","Pave",-1,"B"
"636","Multi20190429",NA,NA,"Multi","Du","Pave",-2,"B"
"637","Multi20190429",NA,NA,"Multi","Du","Green",2,"B"
"638","Wasser20190501",NA,NA,"Wasser","Du","House",2,"C"
"639","Wasser20190501",NA,NA,"Wasser","Du","Pave",2,"A"
"640","Multi20190501",NA,NA,"Multi","Du","Street",1,"B"
"641","Ora20190503",NA,NA,"Ora","D","House",2,"B"
"642","Wald20190503",NA,NA,"Wald","D","Green",-1,"B"
"643","Zit20190503",NA,NA,"Zit","D","Trash",2,"B"
"644","Multi20190504",NA,NA,"Multi","Du","Street",2,"B"
"645","Pf20190504",NA,NA,"Pf","Du","Green",-1,"B"
"646","Pf20190504",NA,NA,"Pf","Du","Street",-2,"B"
"647","Pf20190505",NA,NA,"Pf","Du","Street",-2,"C"
"648","Pf20190505",NA,NA,"Pf","Du","Dirt",2,"B"
"649","Ora20190505",NA,NA,"Ora","Du","Green",2,"B"
"650","Multi20190507",NA,NA,"Multi","Du","Green",2,"C"
"651","Pf20190507",NA,NA,"Pf","Du","Green",1,"B"
"652","Multi20190507",NA,NA,"Multi","Du","Utilitybox",2,"B"
"653","Multi20190509",NA,NA,"Multi","Du","Pave",-1,"B"
"654","Pf20190509",NA,NA,"Pf","Du","Pave",2,"B"
"655","Multi20190509",NA,NA,"Multi","Du","Pave",2,"B"
"656","Ora20190509",NA,NA,"Ora","Du","House",2,"B"
"657","Kiba20190510",NA,NA,"Kiba","Du","Green",2,"B"
"658","Pf20190510",NA,NA,"Pf","Du","Dirt",1,"C"
"659","Multi20190510",NA,NA,"Multi","Du","Pave",2,"C"
"660","Pf20190514",NA,NA,"Pf","Du","Green",2,"B"
"661","Pf20190514",NA,NA,"Pf","Du","Pave",2,"C"
"662","Kiba20190514",NA,NA,"Kiba","Du","Green",-1,"B"
"663","Pf20190514",NA,NA,"Pf","Du","Train",1,"B"
"664","Mango20190514",NA,NA,"Mango","Du","Green",2,"C"
"665","Pf20190515",NA,NA,"Pf","Du","Green",2,"B"
"666","Pf20190515",NA,NA,"Pf","Du","Pave",-2,"B"
"667","Multi20190515",NA,NA,"Multi","Du","Pave",-2,"B"
"668","Pf20190517",NA,NA,"Pf","Du","Dirt",1,"B"
"669","Mango20190517",NA,NA,"Mango","Du","Pave",-1,"C"
"670","Multi20190517",NA,NA,"Multi","Du","Green",1,"B"
"671","Pf20190520",NA,NA,"Pf","Du","Green",-2,"B"
"672","Multi20190520",NA,NA,"Multi","Du","Pave",-1,"B"
"673","Pf20190520",NA,NA,"Pf","Du","Street",1,"C"
"674","Pf20190521",NA,NA,"Pf","Du","Green",-1,"B"
"675","Zit20190521",NA,NA,"Zit","Du","Street",-2,"B"
"676","Zit20190521",NA,NA,"Zit","Du","Pave",-2,"C"
"677","Zit20190522",NA,NA,"Zit","Du","Green",2,"C"
"678","Zit20190522",NA,NA,"Zit","Du","Street",2,"B"
"679","Ora20190522",NA,NA,"Ora","Du","Pave",2,"B"
"680","Granat20190525",NA,NA,"Granat","Du","Street",-2,"C"
"681","Pf20190525",NA,NA,"Pf","Du","Pave",-1,"C"
"682","Pf20190525",NA,NA,"Pf","Du","Pave",-2,"B"
"683","Kizi20190527",NA,NA,"Kizi","Du","Pave",-2,"B"
"684","Pf20190527",NA,NA,"Pf","Du","Pave",-2,"B"
"685","Multi20190527",NA,NA,"Multi","D","Train",2,"B"
"686","Pf20190528",NA,NA,"Pf","D","Pave",2,"B"
"687","Zit20190528",NA,NA,"Zit","Du","Pave",-2,"B"
"688","Ora20190528",NA,NA,"Ora","Du","House",2,"B"
"689","Pf20190530",NA,NA,"Pf","Du","Street",-2,"B"
"690","Pf20190530",NA,NA,"Pf","Du","Pave",-2,"C"
"691","Wasser20190531",NA,NA,"Wasser","Du","House",2,"B"
"692","Pf20190531",NA,NA,"Pf","Du","Pave",-2,"B"
"693","Multi20190605",NA,NA,"Multi","Du","Dirt",2,"B"
"694","Wasser20190605",NA,NA,"Wasser","Du","Pave",-2,"C"
"695","Multi20190605",NA,NA,"Multi","Du","Pave",-1,"C"
"696","Wasser20190606",NA,NA,"Wasser","D","Trash",1,"C"
"697","Kizi20190606",NA,NA,"Kizi","D","Trash",1,"B"
"698","Granat20190606",NA,NA,"Granat","D","Street",2,"C"
"699","Pf20190608",NA,NA,"Pf","Du","Pave",-2,"B"
"700","Pf20190608",NA,NA,"Pf","D","House",2,"C"
"701","Multi20190608",NA,NA,"Multi","D","House",2,"B"
"702","Kiba20190611",NA,NA,"Kiba","Du","Green",-1,"B"
"703","Kiba20190611",NA,NA,"Kiba","Du","Dirt",1,"B"
"704","Pf20190611",NA,NA,"Pf","Du","Street",-2,"C"
"705","Granat20190612",NA,NA,"Granat","Du","Pave",2,"C"
"706","Pf20190612",NA,NA,"Pf","Du","Green",-2,"B"
"707","Pf20190612",NA,NA,"Pf","Du","Street",2,"B"
"708","Kizi20190613",NA,NA,"Kizi","Du","Dirt",-2,"B"
"709","Him20190613",NA,NA,"Him","Du","Green",2,"B"
"710","Multi20190613",NA,NA,"Multi","Du","Green",-1,"B"
"711","Pf20190616",NA,NA,"Pf","Du","Dirt",2,"B"
"712","Wasser20190616",NA,NA,"Wasser","Du","Pave",2,"B"
"713","Multi20190616",NA,NA,"Multi","Du","Dirt",1,"B"
"714","Ora20190616",NA,NA,"Ora","Du","Dirt",1,"B"
"715","Pf20190618",NA,NA,"Pf","Du","House",2,"B"
"716","AOZ20190618",NA,NA,"AOZ","Du","Train",2,"C"
"717","Multi20190618",NA,NA,"Multi","Du","Green",2,"B"
