"ID","File","GPSLongitude","GPSLatitude","Type","City","Place","Quality","Design"
"718","Granat20190622",NA,NA,"Granat","Du","House",2,"C"
"719","Ora20190622",NA,NA,"Ora","Du","Dirt",2,"B"
"720","Multi20190622",NA,NA,"Multi","Du","House",2,"B"
"721","Kiba20190627",NA,NA,"Kiba","Du","Pave",-2,"C"
"722","Kizi20190627",NA,NA,"Kizi","Du","Street",2,"B"
"723","Multi20190627",NA,NA,"Multi","Du","Pave",-2,"B"
"724","Him20190629",NA,NA,"Him","Du","Green",-1,"A"
"725","Cola20190629",NA,NA,"Cola","Du","Green",1,"A"
"726","Pf20190629",NA,NA,"Pf","Du","Utilitybox",2,"B"
"727","Multi20190630",NA,NA,"Multi","Du","Green",1,"B"
"728","Multi20190630",NA,NA,"Multi","Du","Street",-1,"C"
"729","Multi20190630",NA,NA,"Multi","Du","Green",2,"B"
"730","Mango20190701",NA,NA,"Mango","Du","Pave",2,"C"
"731","Kizi20190701",NA,NA,"Kizi","Du","Street",-2,"B"
"732","Kizi20190701",NA,NA,"Kizi","Du","Green",2,"B"
"733","Granat20190103",NA,NA,"Granat","Du","Trash",2,"B"
"734","Multi20190103",NA,NA,"Multi","Du","Trash",2,"C"
"735","Pf20190103",NA,NA,"Pf","Du","Trash",2,"B"
"736","Pf20190703",NA,NA,"Pf","Du","Pave",-2,"C"
"737","Granat20190703",NA,NA,"Granat","Du","Green",1,"C"
"738","Mango20190705",NA,NA,"Mango","Du","Green",-2,"C"
"739","Pf20190705",NA,NA,"Pf","Du","Green",1,"B"
"740","Multi20190705",NA,NA,"Multi","Du","Green",1,"C"
"741","Pf20190706",NA,NA,"Pf","Du","Pave",-2,"B"
"742","Kizi20190706",NA,NA,"Kizi","Du","House",1,"B"
"743","Pf20190706",NA,NA,"Pf","Du","Pave",2,"B"
"744","Multi20190708",NA,NA,"Multi","Du","House",-2,"C"
"745","Granat20190708",NA,NA,"Granat","Du","Pave",1,"B"
"746","Zit20190708",NA,NA,"Zit","Du","Green",-1,"C"
"747","Wasser20190709",NA,NA,"Wasser","Du","House",2,"B"
"748","Zit20190709",NA,NA,"Zit","Du","Train",1,"C"
"749","Kizi20190709",NA,NA,"Kizi","D","Train",2,"C"
"750","Kiba20190710",NA,NA,"Kiba","Du","Green",2,"B"
"751","Multi20190710",NA,NA,"Multi","Du","House",2,"B"
"752","Zit20190710",NA,NA,"Zit","Du","Utilitybox",2,"C"
"753","Ora20190712",NA,NA,"Ora","Du","Pave",2,"B"
"754","Multi20190712",NA,NA,"Multi","Du","Pave",2,"B"
"755","Zit20190712",NA,NA,"Zit","Mo","Pave",-2,"B"
"756","Pf-T20190712",NA,NA,"Pf-T","Mo","Street",-2,"B"
"757","Pf-T20190714",NA,NA,"Pf-T","Du","Dirt",-2,"B"
"758","Pf20190714",NA,NA,"Pf","Du","Green",1,"C"
"759","Granat20190714",NA,NA,"Granat","Du","Green",2,"C"
"760","Wasser20190715",NA,NA,"Wasser","Du","Street",2,"C"
"761","Mango20190715",NA,NA,"Mango","Du","Green",-2,"C"
"762","Ora20190715",NA,NA,"Ora","Du","Pave",-2,"B"
"763","Zit20190717",NA,NA,"Zit","Du","Pave",1,"B"
"764","Ora20190717",NA,NA,"Ora","Du","Pave",2,"B"
"765","Pf20190717",NA,NA,"Pf","Du","Pave",2,"B"
"766","Ora20190723",NA,NA,"Ora","Du","Green",2,"B"
"767","Zit20190723",NA,NA,"Zit","Du","Street",-2,"C"
"768","Granat20190723",NA,NA,"Granat","D","Pave",2,"B"
"769","Multi20190725",NA,NA,"Multi","Du","Pave",-2,"B"
"770","Ora20190725",NA,NA,"Ora","Du","House",2,"B"
"771","Multi20190725",NA,NA,"Multi","Du","Pave",2,"B"
"772","Pf20190729",NA,NA,"Pf","Du","Utilitybox",2,"C"
"773","Zit20190729",NA,NA,"Zit","Du","Pave",-2,"B"
"774","Pf20190729",NA,NA,"Pf","Du","Pave",2,"C"
"775","Pf20190731",NA,NA,"Pf","Du","House",2,"B"
"776","Pf20190731",NA,NA,"Pf","Du","Pave",-2,"B"
"777","Wasser20190731",NA,NA,"Wasser","Du","Dirt",2,"B"
"778","Multi20190801",NA,NA,"Multi","Du","Vehicle",2,"B"
"779","Multi20190801",NA,NA,"Multi","Du","Pave",2,"B"
"780","Multi20190801",NA,NA,"Multi","Du","Pave",2,"C"
"781","Multi20190801",NA,NA,"Multi","Du","Pave",2,"C"
"782","Multi20190801",NA,NA,"Multi","Du","Pave",1,"C"
"783","Pf20190801",NA,NA,"Pf","Du","Green",2,"B"
"784","Ora20190802",NA,NA,"Ora","Du","Street",-1,"C"
"785","Pf20190802",NA,NA,"Pf","Du","Pave",2,"B"
"786","Pf20190802",NA,NA,"Pf","Du","Pave",2,"C"
"787","Pf20190805",NA,NA,"Pf","Du","Pave",-1,"B"
"788","Wasser20190805",NA,NA,"Wasser","Du","Dirt",2,"B"
"789","Ora20190805",NA,NA,"Ora","Du","Green",2,"B"
"790","Wasser20190806",NA,NA,"Wasser","Du","Pave",2,"C"
"791","Granat20190806",NA,NA,"Granat","Du","Pave",-2,"C"
"792","Kiba20190806",NA,NA,"Kiba","Du","Train",2,"C"
"793","Wasser20190808",NA,NA,"Wasser","Du","Street",2,"B"
"794","Multi20190808",NA,NA,"Multi","Du","Green",-1,"B"
"795","Kiba20190808",NA,NA,"Kiba","Du","Street",-2,"B"
"796","Wasser20190808",NA,NA,"Wasser","Du","House",2,"B"
"797","Zit20190814",NA,NA,"Zit","Du","House",2,"C"
"798","Wasser20190814",NA,NA,"Wasser","Du","Dirt",1,"B"
"799","AOZ20190814",NA,NA,"AOZ","Du","Green",2,"B"
"800","Multi20190816",NA,NA,"Multi","Du","Green",2,"C"
"801","Multi20190816",NA,NA,"Multi","Du","Dirt",2,"A"
"802","AOZ20190816",NA,NA,"AOZ","Du","Dirt",2,"B"
"803","Pf20190820",NA,NA,"Pf","Du","Pave",-2,"B"
"804","AOZ20190820",NA,NA,"AOZ","Du","Pave",-1,"C"
"805","Multi20190822",NA,NA,"Multi","Du","Pave",2,"C"
"806","Zit20190822",NA,NA,"Zit","Du","Pave",2,"B"
"807","Multi20190823",NA,NA,"Multi","Du","House",2,"C"
"808","Kizi20190823",NA,NA,"Kizi","Du","Pave",-2,"B"
"809","Pf20190823",NA,NA,"Pf","Du","Green",2,"B"
"810","Ora20190825",NA,NA,"Ora","Du","Green",2,"B"
"811","Pf20190825",NA,NA,"Pf","Du","Street",-1,"B"
"812","Pf20190825",NA,NA,"Pf","Du","Dirt",2,"C"
"813","Wasser20190828",NA,NA,"Wasser","Kr","Street",-2,"B"
"814","Pf20190828",NA,NA,"Pf","Kr","Green",1,"B"
"815","Wasser20190828",NA,NA,"Wasser","Du","Green",2,"B"
"816","Pf20190831",NA,NA,"Pf","Du","Green",2,"B"
"817","Pf20190831",NA,NA,"Pf","Du","Green",2,"B"
"818","Pf20190831",NA,NA,"Pf","Du","House",1,"B"
"819","Granat20190831",NA,NA,"Granat","Du","Pave",-1,"B"
"820","Multi20190902",NA,NA,"Multi","Du","Train",1,"B"
"821","Him20190902",NA,NA,"Him","Du","Dirt",1,"B"
"822","Ora20190902",NA,NA,"Ora","D","Pave",-1,"A"
"823","Multi20190902",NA,NA,"Multi","Du","Pave",2,"C"
"824","Ora20190903",NA,NA,"Ora","Du","Pave",-2,"B"
"825","Ora20190903",NA,NA,"Ora","Du","Pave",1,"B"
"826","Kizi20190904",NA,NA,"Kizi","Du","Pave",2,"C"
"827","Kizi20190904",NA,NA,"Kizi","Du","Green",2,"C"
"828","Wasser20190904",NA,NA,"Wasser","D","Train",2,"B"
"829","Ora20190904",NA,NA,"Ora","Du","Street",2,"B"
"830","Mango20190904",NA,NA,"Mango","Du","House",-1,"C"
"831","Wasser20190904",NA,NA,"Wasser","Du","Green",2,"B"
"832","Granat20190906",NA,NA,"Granat","D","Trash",2,"C"
"833","Pf20190906",NA,NA,"Pf","Du","Pave",-2,"B"
"834","Zit20190906",NA,NA,"Zit","Du","Street",1,"C"
"835","Wald20190909",NA,NA,"Wald","Du","Utilitybox",2,"B"
"836","Pf20190909",NA,NA,"Pf","Du","Utilitybox",1,"B"
"837","AOZ20190909",NA,NA,"AOZ","Du","Green",2,"C"
"838","Multi20190910",NA,NA,"Multi","Du","Pave",2,"B"
"839","Him20190910",NA,NA,"Him","Du","House",2,"C"
"840","Ora20190910",NA,NA,"Ora","Du","Pave",-2,"C"
"841","Kizi20190911",NA,NA,"Kizi","Du","Pave",2,"C"
"842","Multi20190911",NA,NA,"Multi","Du","House",2,"B"
"843","Kiba20190911",NA,NA,"Kiba","Du","House",2,"B"
"844","Ora20190911",NA,NA,"Ora","Du","House",1,"B"
"845","Ora20190911",NA,NA,"Ora","Du","House",1,"B"
"846","Ora20190911",NA,NA,"Ora","Du","Pave",-1,"B"
"847","Wasser20190912",NA,NA,"Wasser","Du","Pave",-2,"C"
"848","AOZ20190912",NA,NA,"AOZ","Du","Green",2,"C"
"849","Wald20190912",NA,NA,"Wald","Du","Pave",-1,"B"
"850","Mango20190916",NA,NA,"Mango","Du","Pave",-1,"C"
"851","Pf20190916",NA,NA,"Pf","Du","Green",2,"B"
"852","Pf20190916",NA,NA,"Pf","D","Vehicle",2,"B"
"853","Multi20190918",NA,NA,"Multi","Du","Green",2,"C"
"854","Pf20190918",NA,NA,"Pf","Du","Pave",2,"C"
"855","Pf20190918",NA,NA,"Pf","Du","Green",2,"B"
"856","Pf20190919",NA,NA,"Pf","Du","Pave",2,"B"
"857","Ora20190919",NA,NA,"Ora","Du","Green",1,"B"
"858","Wasser20190919",NA,NA,"Wasser","Du","Green",2,"B"
"859","Mango20190923",NA,NA,"Mango","Du","Pave",2,"C"
"860","Pf20190923",NA,NA,"Pf","D","Train",-1,"B"
"861","Pf20190923",NA,NA,"Pf","Du","Pave",-2,"C"
"862","Zit20190925",NA,NA,"Zit","Du","Pave",-2,"C"
"863","Pf20190925",NA,NA,"Pf","D","Trash",2,"C"
"864","Him20190925",NA,NA,"Him","Du","Pave",2,"C"
"865","Multi20190926",NA,NA,"Multi","Du","Street",-1,"B"
"866","Multi20190926",NA,NA,"Multi","Du","Green",1,"C"
"867","Wald20190926",NA,NA,"Wald","D","Street",-2,"B"
"868","Wasser20190930",NA,NA,"Wasser","Du","Street",-2,"C"
"869","Kiba20190930",NA,NA,"Kiba","Du","House",2,"C"
"870","Pf20190930",NA,NA,"Pf","Du","Dirt",2,"B"
"871","Multi20191004",NA,NA,"Multi","Du","Green",1,"B"
"872","AOZ20191004",NA,NA,"AOZ","Du","Pave",-2,"C"
"873","Multi20191004",NA,NA,"Multi","Du","Green",2,"B"
"874","Pf20191006",NA,NA,"Pf","Du","Street",-2,"B"
"875","Him20191006",NA,NA,"Him","Du","Green",1,"C"
"876","Pf20191006",NA,NA,"Pf","Du","Green",2,"B"
"877","Pf20191011",NA,NA,"Pf","Du","Green",1,"B"
"878","Him20191011",NA,NA,"Him","Du","Street",-2,"C"
"879","Mango20191011",NA,NA,"Mango","Du","Street",-2,"C"
"880","Multi20191015",NA,NA,"Multi","Du","Green",1,"B"
"881","Pf20191015",NA,NA,"Pf","Du","Green",-1,"C"
"882","Mango20191015",NA,NA,"Mango","Du","Green",-2,"C"
"883","Zit20191017",NA,NA,"Zit","Du","Pave",-1,"B"
"884","Him20191017",NA,NA,"Him","Du","Pave",2,"C"
"885","Ora20191017",NA,NA,"Ora","Du","Street",-2,"C"
"886","Wald20191021",NA,NA,"Wald","Du","Street",-2,"B"
"887","Pf20191021",NA,NA,"Pf","Du","Street",-1,"C"
"888","Multi20191021",NA,NA,"Multi","Du","Pave",-1,"C"
"889","Kiba20191021",NA,NA,"Kiba","Du","Pave",-1,"C"
"890","Mango20191021",NA,NA,"Mango","Du","Pave",-2,"C"
"891","Multi20191026",NA,NA,"Multi","Du","Green",2,"C"
"892","AOZ20191026",NA,NA,"AOZ","Du","Dirt",-2,"B"
"893","Kiba20191026",NA,NA,"Kiba","Du","Pave",2,"B"
"894","AOZ20191026",NA,NA,"AOZ","Du","Pave",2,"B"
"895","Kiba20191030",NA,NA,"Kiba","Du","House",2,"C"
"896","Wasser20191030",NA,NA,"Wasser","Du","Green",2,"C"
"897","Zit20191030",NA,NA,"Zit","Du","Train",2,"B"
"898","Pf20191104",NA,NA,"Pf","Du","Dirt",1,"C"
"899","Multi20191104",NA,NA,"Multi","Du","Green",-1,"C"
"900","Multi20191104",NA,NA,"Multi","Du","Utilitybox",-1,"B"
"901","Ora20191107",NA,NA,"Ora","Du","Dirt",-1,"C"
"902","Kiba20191107",NA,NA,"Kiba","Du","Green",1,"C"
"903","Ora20191107",NA,NA,"Ora","D","Vehicle",2,"B"
"904","Wald20191110",NA,NA,"Wald","Du","Street",1,"C"
"905","Him20191110",NA,NA,"Him","Du","Street",-1,"C"
"906","Kizi20191110",NA,NA,"Kizi","Du","Street",-2,"C"
"907","Pf20191113",NA,NA,"Pf","Du","Pave",-1,"B"
"908","Pf20191113",NA,NA,"Pf","Du","Green",2,"B"
"909","Mate20191113",NA,NA,"Mate","E","Train",1,"C"
"910","Wald20191116",NA,NA,"Wald","E","Green",1,"C"
"911","Zit20191116",NA,NA,"Zit","E","Green",2,"C"
"912","Pf20191119",NA,NA,"Pf","E","House",2,"C"
"913","Ora20191119",NA,NA,"Ora","Du","House",2,"C"
"914","Pf20191119",NA,NA,"Pf","Du","Pave",2,"B"
"915","Multi20191124",NA,NA,"Multi","Du","Pave",-2,"C"
"916","Pf20191124",NA,NA,"Pf","Du","Pave",2,"B"
"917","Multi20191124",NA,NA,"Multi","Du","Pave",2,"B"
"918","Wasser20191127",NA,NA,"Wasser","Du","Green",2,"B"
"919","Wasser20191127",NA,NA,"Wasser","Du","House",-1,"B"
"920","Wasser20191127",NA,NA,"Wasser","Du","Dirt",-2,"B"
"921","Pf20191202",NA,NA,"Pf","Du","Pave",-1,"C"
"922","Kizi20191202",NA,NA,"Kizi","Du","Pave",-2,"B"
"923","Wasser20191202",NA,NA,"Wasser","Du","Utilitybox",2,"C"
"924","Kizi20191203",NA,NA,"Kizi","Du","Utilitybox",2,"B"
"925","Multi20191203",NA,NA,"Multi","Du","Street",1,"B"
"926","Pf20191203",NA,NA,"Pf","Du","Street",-2,"B"
"927","Wasser20191209",NA,NA,"Wasser","Du","Green",2,"B"
"928","Mango20191209",NA,NA,"Mango","Du","Street",-2,"C"
"929","Cola20191209",NA,NA,"Cola","Du","Street",-2,"B"
"930","Him20191211",NA,NA,"Him","Du","Pave",2,"B"
"931","Pf20191211",NA,NA,"Pf","Du","House",-1,"B"
"932","Pf20191211",NA,NA,"Pf","Du","Green",-2,"B"
"933","Multi20191212",NA,NA,"Multi","Du","Pave",1,"B"
"934","Pf20191212",NA,NA,"Pf","Du","Pave",-2,"C"
"935","Multi20191212",NA,NA,"Multi","Du","Green",2,"B"
"936","Multi20191215",NA,NA,"Multi","Du","Street",-1,"C"
"937","Multi20191215",NA,NA,"Multi","Du","Street",-2,"C"
"938","Multi20191215",NA,NA,"Multi","Du","Street",-2,"C"
"939","Multi20191215",NA,NA,"Multi","Du","Street",-2,"C"
"940","Ora20191216",NA,NA,"Ora","Du","Green",2,"C"
"941","Multi20191216",NA,NA,"Multi","Du","Pave",2,"C"
"942","Wasser20191216",NA,NA,"Wasser","Du","Pave",2,"B"
"943","Kizi20191216",NA,NA,"Kizi","Du","Pave",2,"C"
"944","Pf20191218",NA,NA,"Pf","Du","Green",-2,"C"
"945","Zit20191218",NA,NA,"Zit","Du","Pave",-2,"C"
"946","Zit20191218",NA,NA,"Zit","Du","Pave",-2,"C"
"947","Multi20191218",NA,NA,"Multi","Du","Pave",-2,"C"
"948","Ora20191218",NA,NA,"Ora","Du","Pave",-2,"C"
"949","Granat20191218",NA,NA,"Granat","Du","Pave",-1,"C"
"950","Ora20191221",NA,NA,"Ora","Du","Train",-2,"B"
"951","Wald20191221",NA,NA,"Wald","Du","Green",-1,"B"
"952","Multi20191221",NA,NA,"Multi","Du","Street",2,"B"
"953","Wald20191223",NA,NA,"Wald","Du","Street",-2,"C"
"954","Ora20191223",NA,NA,"Ora","Du","Street",-2,"C"
"955","Kiba20191223",NA,NA,"Kiba","Du","Green",-2,"C"
"956","Ora20191223",NA,NA,"Ora","Du","Green",-1,"C"
"957","Pf20191226",NA,NA,"Pf","Du","Street",-1,"B"
"958","Multi20191226",NA,NA,"Multi","Du","Street",1,"C"
"959","Multi20191226",NA,NA,"Multi","Du","Street",1,"C"
"960","Multi20191226",NA,NA,"Multi","Du","Street",1,"C"
"961","Wald20191226",NA,NA,"Wald","Du","Street",-1,"B"
"962","Pf20191227",NA,NA,"Pf","Du","Street",-2,"B"
"963","Pf20191227",NA,NA,"Pf","Du","Pave",-1,"B"
"964","Mango20191227",NA,NA,"Mango","Du","Street",-1,"C"
"965","Pf20191228",NA,NA,"Pf","Du","Street",-2,"C"
"966","Zit20191228",NA,NA,"Zit","Du","Street",-2,"C"
"967","Pf20191228",NA,NA,"Pf","Du","Pave",-2,"C"
"968","Kiba20191228",NA,NA,"Kiba","Du","Pave",-1,"C"
"969","Zit20191230",NA,NA,"Zit","Du","Trash",2,"C"
"970","Multi20191230",NA,NA,"Multi","Du","Green",2,"B"
"971","Ora20191230",NA,NA,"Ora","Du","Green",2,"B"
"972","IMG_20200101_144639_Bokeh.jpg",6.75959997222222,51.4257322777778,"Zit","Du","Green",-2,"B"
"973","IMG_20200101_144814_Bokeh.jpg",6.75930658333333,51.4244986944444,"Ora","Du","Green",2,"B"
"974","IMG_20200101_144944.jpg",6.75952819444444,51.4237782777778,"Granat","Du","Pave",-2,"B"
"975","IMG_20200101_145736_Bokeh.jpg",6.76340741666667,51.4191794444444,"Pf","Du","Pave",-2,"B"
"976","IMG_20200101_151638.jpg",6.76137263888889,51.4194918888889,"Granat","Du","Dirt",-1,"B"
"977","IMG_20200101_151837.jpg",6.75947169444444,51.4190072777778,"Multi","Du","Green",-1,"B"
"978","IMG_20200101_152117.jpg",6.75637958333333,51.4188107777778,"Pf","Du","Pave",-2,"C"
"979","IMG_20200101_152142.jpg",6.75606777777778,51.4186856944444,"Kiba","Du","Dirt",2,"B"
"980","IMG_20200101_152425.jpg",6.75393447222222,51.4182113888889,"Ora","Du","Pave",-2,"B"
"981","IMG_20200101_152517.jpg",6.753883,51.4179037777778,"Pf","Du","Green",2,"B"
"982","IMG_20200101_152622_Bokeh.jpg",6.75381697222222,51.4172573888889,"Pf","Du","Dirt",2,"B"
"983","IMG_20200101_153032_Bokeh.jpg",6.75353527777778,51.4145188888889,"Zit","Du","Pave",-1,"C"
"984","IMG_20200101_154745_Bokeh.jpg",6.75188916666667,51.4083599444444,"Zit","Du","Pave",2,"B"
"985","IMG_20200101_155023_Bokeh.jpg",6.75213755555556,51.4087981944444,"Pf","Du","Train",1,"B"
"986","IMG_20200101_155659.jpg",6.75318919444444,51.412486,"AOZ","Du","Pave",-1,"B"
"987","IMG_20200101_160605.jpg",6.75377938888889,51.4171273888889,"Kiba","Du","Green",2,"B"
"988","IMG_20200101_161405.jpg",6.75489838888889,51.4224892222222,"Kizi","Du","Green",2,"C"
"989","IMG_20200101_162017.jpg",6.75459588888889,51.4256975833333,"Wald","Du","Green",-2,"B"
"990","IMG_20200101_162032_Bokeh.jpg",6.75484727777778,51.425567,"Wald","Du","Pave",-2,"B"
"991","IMG_20200101_162056_Bokeh.jpg",6.75580061111111,51.4258005555556,"Wasser","Du","Green",2,"B"
"992","IMG_20200101_162259.jpg",6.75876869444444,51.4255333888889,"Zit","Du","Green",-2,"C"
"993","IMG_20200103_091925.jpg",6.76219727777778,51.4279684722222,"Pf","Du","Street",-2,"B"
"994","IMG_20200103_094117.jpg",6.852151,51.4747789722222,"Granat","Ob","Train",2,"B"
"995","IMG_20200103_094453.jpg",6.8547415,51.4739417777778,"Kiba","Ob","Pave",-1,"B"
"996","IMG_20200103_094519.jpg",6.85510088888889,51.4732480833333,"Multi","Ob","Green",1,"C"
"997","IMG_20200103_094628.jpg",6.76306638888889,51.4284668888889,"Zit","Du","Green",-1,"C"
"998","IMG_20200103_094726.jpg",6.85607858333333,51.4733930833333,"Kiba","Ob","Green",2,"B"
"999","IMG_20200103_095730.jpg",6.85687344444444,51.4764185,"Pf","Ob","Street",-2,"B"
"1000","IMG_20200103_095816_Bokeh.jpg",6.85622008333333,51.4762635833333,"Ora","Ob","Street",-2,"B"
"1001","IMG_20200103_100154.jpg",6.85488819444444,51.475357,"Him","Ob","Pave",-2,"B"
"1002","IMG_20200103_100212_Bokeh.jpg",6.85487647222222,51.4753145833333,"Wasser","Ob","Dirt",-1,"B"
"1003","IMG_20200103_101221.jpg",6.84762836111111,51.4728932777778,"Pf","Ob","Green",-1,"B"
"1004","IMG_20200103_102245.jpg",6.85142377777778,51.4748438888889,"Granat","Ob","Train",1,"C"
"1005","IMG_20200103_102349.jpg",6.85172588888889,51.4747111944444,"Mango","Ob","Train",-1,"C"
"1006","IMG_20200103_110349.jpg",6.76116658333333,51.4299972777778,"Him","Du","Dirt",2,"B"
"1007","IMG_20200103_110651.jpg",6.75945191666667,51.4286646388889,"Wasser","Du","Street",-2,"C"
"1008","IMG_20200103_110700_Bokeh.jpg",6.75945191666667,51.4286646388889,"Pf","Du","Street",-2,"C"
"1009","IMG_20200104_155939.jpg",6.760924,51.4280759444444,"Multi","Du","House",2,"C"
"1010","IMG_20200105_110312_Bokeh.jpg",6.76141308333333,51.4315022777778,"Pf","Du","Street",2,"B"
"1011","IMG_20200105_113358.jpg",6.75742719444444,51.5021921944444,"Zit","Du","Street",-2,"B"
"1012","IMG_20200105_113543.jpg",6.75869969444444,51.5030992777778,"Wasser","Du","Pave",-2,"C"
"1013","IMG_20200105_113717.jpg",6.75970808333333,51.5035986944444,"Multi","Du","Pave",-2,"C"
"1014","IMG_20200105_114238.jpg",6.75833397222222,51.5046443888889,"Pf","Du","House",-1,"B"
"1015","IMG_20200105_114256.jpg",6.75833597222222,51.5046416944444,"Multi","Du","Pave",-2,"C"
"1016","IMG_20200105_114301.jpg",6.75839994444444,51.5044645555556,"Zit","Du","Street",-2,"B"
"1017","IMG_20200105_114331_Bokeh.jpg",6.75842283333333,51.5042056388889,"Granat","Du","Green",-1,"C"
"1018","IMG_20200105_114355_Bokeh.jpg",6.7584235,51.5040473888889,"Multi","Du","Pave",-1,"B"
"1019","IMG_20200105_114433_Bokeh.jpg",6.75874477777778,51.5035983888889,"Zit","Du","Street",-2,"C"
"1020","IMG_20200105_114611_Bokeh.jpg",6.75893627777778,51.5025968888889,"Multi","Du","Street",-2,"C"
"1021","IMG_20200105_114643.jpg",6.75894408333333,51.5025287777778,"Zit","Du","Pave",-1,"B"
"1022","IMG_20200105_114857_Bokeh.jpg",6.75834469444444,51.5016438888889,"Pf","Du","Pave",2,"C"
"1023","IMG_20200105_115109.jpg",6.7596825,51.5011146944444,"Pf","Du","Street",2,"B"
"1024","IMG_20200105_115218.jpg",6.75894408333333,51.5025287777778,"Zit","Du","Dirt",-2,"B"
"1025","IMG_20200105_115633_Bokeh.jpg",6.76378294444444,51.4982650555556,"Pf","Du","Dirt",-1,"B"
"1026","IMG_20200105_115633_Bokeh.jpg",6.76378294444444,51.4982650555556,"Multi","Du","Dirt",-1,"C"
"1027","IMG_20200105_115725.jpg",6.76428125,51.4981611388889,"Zit","Du","Green",2,"C"
"1028","IMG_20200105_115839.jpg",6.765247,51.4977021944444,"Kiba","Du","Street",-2,"C"
"1029","IMG_20200105_120211.jpg",6.76623458333333,51.4980979722222,"Pf","Du","House",-2,"C"
"1030","IMG_20200105_120340.jpg",6.76757408333333,51.4992103888889,"Ora","Du","Green",2,"B"
"1031","IMG_20200105_120351.jpg",6.76637861111111,51.4981878888889,"Zit","Du","Green",1,"A"
"1032","IMG_20200105_121035.jpg",6.7709305,51.4977573888889,"Pf","Du","Street",2,"B"
"1033","IMG_20200105_121714.jpg",6.76519638888889,51.497763,"Granat","Du","Street",2,"B"
"1034","IMG_20200105_121808.jpg",6.76544002777778,51.4976978333333,"Him","Du","Train",2,"B"
"1035","IMG_20200105_125014.jpg",NA,NA,"Ora","Du","Train",2,"C"
"1036","IMG_20200105_125225.jpg",6.76125069444444,51.4317645833333,"Granat","Du","Street",-2,"C"
"1037","IMG_20200107_165444.jpg",6.76620030555556,51.4364406388889,"Ora","Du","Green",1,"B"
"1038","IMG_20200107_182013.jpg",6.78192458333333,51.4354671944444,"Ora","Du","Street",2,"C"
"1039","IMG_20200107_210223.jpg",6.78280233333333,51.4335675555556,"Pf","Du","Train",-1,"B"
"1040","IMG_20200107_210423.jpg",6.78280233333333,51.4335675555556,"Pf","Du","Pave",-2,"B"
"1041","IMG_20200107_211004.jpg",6.76849727777778,51.4308142777778,"Wasser","Du","Green",2,"B"
"1042","IMG_20200108_162805.jpg",6.77735441666667,51.2076818055556,"Pf","D","Green",1,"C"
"1043","IMG_20200108_163247.jpg",6.77436277777778,51.2107320833333,"Wald","D","Dirt",1,"B"
"1044","IMG_20200108_195848.jpg",6.77328138888889,51.4301024722222,"Kiba","Du","Train",2,"B"
"1045","IMG_20200108_200700.jpg",6.76384819444444,51.4290935833333,"Ora","Du","Dirt",2,"C"
"1046","IMG_20200109_171626.jpg",6.76616377777778,51.4330665833333,"Kiba","Du","Pave",-2,"C"
"1047","IMG_20200109_174206.jpg",6.75835738888889,51.4331286944444,"Multi","Du","Pave",1,"C"
"1048","IMG_20200109_174709.jpg",6.75658108333333,51.4318620833333,"Mango","Du","Street",1,"C"
"1049","IMG_20200110_160030.jpg",6.76790497222222,51.430752777777,"Kiba","Du","Dirt",2,"C"
"1050","IMG_20200112_011319.jpg",6.77072644444444,51.4304979444444,"Zit","Du","House",1,"B"
"1051","IMG_20200113_064048.jpg",6.77045191666667,51.4307360833333,"Mango","Du","House",-1,"C"
"1052","IMG_20200113_172135.jpg",6.77099197222222,51.4303319722222,"Pf","Du","Dirt",2,"B"
"1053","IMG_20200113_172943.jpg",6.76211558333333,51.4279280833333,"Kiba","Du","Green",2,"B"
"1054","IMG_20200116_172155.jpg",6.76507838888889,51.4311517777778,"Granat","Du","Pave",-2,"C"
"1055","IMG_20200116_172931.jpg",6.76116458333333,51.4282977777778,"Granat","Du","Trash",-1,"C"
"1056","IMG_20200117_063917.jpg",6.76498752777778,51.4300596666667,"Cola","Du","Pave",-2,"C"
"1057","IMG_20200117_170303.jpg",6.75730058333333,51.4302240833333,"Ora","Du","Green",-2,"B"
"1058","IMG_20200120_063546.jpg",6.76387138888889,51.4291041944444,"Ora","Du","Dirt",-1,"C"
"1059","IMG_20200120_163039.jpg",6.78941016666667,51.1992212444444,"Pf","D","Pave",1,"B"
"1060","IMG_20200120_193430.jpg",6.7581695,51.4297983888889,"Kizi","Du","Dirt",2,"B"
"1061","IMG_20200123_155711.jpg",6.79412627777778,51.1981134722222,"Pf","Du","Dirt",-2,"C"
"1062","IMG_20200123_165435.jpg",6.76517188888889,51.430574,"Multi","Du","Pave",2,"B"
"1063","IMG_20200124_064824.jpg",6.77570119444444,51.4298372777778,"AOZ","Du","Pave",-2,"C"
"1064","IMG_20200126_024645.jpg",6.77709444444444,51.4317423333333,"Kiba","Du","Train",-1,"B"
"1065","IMG_20200126_025952_Bokeh.jpg",6.77201388888889,51.4303296944444,"Pf","Du","Pave",-1,"C"
"1066","IMG_20200126_130838.jpg",6.76385769444444,51.4290744722222,"Multi","Du","Dirt",2,"C"
"1067","IMG_20200126_130838.jpg",6.76385769444444,51.4290744722222,"Zit","Du","Dirt",2,"C"
"1068","IMG_20200126_135403.jpg",7.00697369444444,51.4581893888889,"Pf","E","Pave",2,"C"
